country_code,year,compulsory_education_duration,education_expenditure_gdp_rate,literacy_rate,completion_rate,region,income_group,country_name,learning_outcome,gdppc,population,education_spent
VCT,2017,12.0,5.7319598197937,95.6321563720703,66.55158615112305,Latin America & Caribbean,Upper middle income,St. Vincent and the Grenadines,,,,
VEN,2017,17.0,1.34407997131348,97.1270904541016,67.1436653137207,Latin America & Caribbean,Lower middle income,"Venezuela, RB",432.93695,12879.135,29888.85516,173.10587401342437
VGB,2017,12.0,2.66543006896973,,55.5467796325684,Latin America & Caribbean,High income,British Virgin Islands,,,,
VIR,2017,,,,,Latin America & Caribbean,High income,Virgin Islands (U.S.),,,,
VNM,2017,10.0,4.08553981781006,93.5204467773438,35.84776854515078,East Asia & Pacific,Lower middle income,Vietnam,513.95936,6422.0865,96195.32407,262.3769010917045
VUT,2017,,4.53353023529053,84.6999969482422,25.25,East Asia & Pacific,Lower middle income,Vanuatu,317.02841,,,
WSM,2017,8.0,4.18315982818604,98.973258972168,99.0246810913086,East Asia & Pacific,Lower middle income,Samoa,,,,
XKX,2017,,,,,Europe & Central Asia,Upper middle income,Kosovo,384.85662,,,
YEM,2017,9.0,5.15143013000488,54.0999984741211,,Middle East & North Africa,Low income,"Yemen, Rep.",254.70732,2321.9239,29513.19779,234.3390202426337
ZAF,2017,9.0,6.11305999755859,87.0466690063477,56.671696345011405,Sub-Saharan Africa,Upper middle income,South Africa,319.62943,12189.3579,54803.122,745.1427617441478
ZMB,2017,7.0,3.72964000701904,83.0076675415039,11.011550247669236,Sub-Saharan Africa,Lower middle income,Zambia,335.7919,3497.5818,16758.31133,130.44721009101667
ZWE,2017,7.0,5.3810601234436,88.6934204101563,52.26859442392985,Sub-Saharan Africa,Lower middle income,Zimbabwe,389.554215,1582.3662,13870.26413,85.1480765950498
ABW,2018,13.0,5.4913501739502,97.8074188232422,54.98847230275473,Latin America & Caribbean,High income,Aruba,,,,
AFG,2018,9.0,3.19979000091553,31.4488506317139,4.31551003456116,South Asia,Low income,Afghanistan,315.45505,1934.555,34940.837,61.90169745221144
AGO,2018,6.0,2.04469990730286,66.0301132202148,25.185156583785993,Sub-Saharan Africa,Lower middle income,Angola,263.13571,7771.4418,22637.95864,158.90266328069572
ALB,2018,9.0,3.61172008514404,98.1411514282227,65.2076498667399,Europe & Central Asia,Upper middle income,Albania,433.9937133333333,11104.1665,3062.734429,386.5306211879374
AND,2018,10.0,3.2467200756073,,67.02493158976237,Europe & Central Asia,High income,Andorra,,,,
ARE,2018,12.0,,90.0338516235352,75.22524134318037,Middle East & North Africa,High income,United Arab Emirates,450.10358,76397.8181,9619.465681,
ARG,2018,14.0,4.94551992416382,99.0038681030273,45.948209444681794,Latin America & Caribbean,Upper middle income,Argentina,430.2580266666667,18556.3831,44694.76893,917.7096234146679
ARM,2018,12.0,2.25587010383606,99.7360687255859,79.8236516316732,Europe & Central Asia,Upper middle income,Armenia,442.969465,11454.4251,2906.869202,258.39695139719373
ASM,2018,,14.7170495986938,97.3441619873047,81.3000030517578,East Asia & Pacific,Upper middle income,American Samoa,,,,
ATG,2018,11.0,2.64407992362976,98.9499969482422,,Latin America & Caribbean,High income,Antigua and Barbuda,,,,
AUS,2018,10.0,5.10789012908936,,68.35564994812009,East Asia & Pacific,High income,Australia,544.36011,49830.7993,24855.30367,2545.30247869103
AUT,2018,13.0,5.22535991668701,,28.4334697723389,Europe & Central Asia,High income,Austria,540.79614,42988.0709,8892.454031,2246.2814257655928
AZE,2018,10.0,2.45543003082275,99.7912292480469,73.14807319641113,Europe & Central Asia,Upper middle income,Azerbaijan,472.27689,16628.0553,9647.924472,408.2902633780139
BDI,2018,,5.07864999771118,68.3753280639648,9.63617022832233,Sub-Saharan Africa,Low income,Burundi,347.00735,651.3589,11229.0,33.080238759941565
BEL,2018,12.0,6.37663984298706,,72.49952824910484,Europe & Central Asia,High income,Belgium,515.1865533333333,39756.2031,11429.26836,2535.1098869334564
BEN,2018,6.0,2.93396997451782,42.3624000549316,8.239474773406961,Sub-Saharan Africa,Lower middle income,Benin,345.47522,2220.1766,12017.978,65.13931482527059
BFA,2018,10.0,5.43056011199951,39.3458518981934,10.018400112787877,Sub-Saharan Africa,Low income,Burkina Faso,351.85004,1589.6242,19699.64035,86.32549773589132
BGD,2018,5.0,1.53553998470306,73.9122009277344,37.25532658894855,South Asia,Lower middle income,Bangladesh,340.08804,4099.253,167474.8422,55.34086104869828
BGR,2018,11.0,4.09102010726929,98.3524475097656,95.3857192993164,Europe & Central Asia,Upper middle income,Bulgaria,551.53912,18444.2602,7166.644156,726.7162278774667
BHR,2018,9.0,2.32452011108398,90.9774017333984,83.4795112609863,Middle East & North Africa,High income,Bahrain,445.99948,39498.7672,1583.829316,945.9801143922216
BHS,2018,12.0,2.30952000617981,,69.03637822469076,Latin America & Caribbean,High income,"Bahamas, The",,,,
BIH,2018,9.0,,96.9917678833008,59.93492762247723,Europe & Central Asia,Upper middle income,Bosnia and Herzegovina,460.80422999999996,10460.5201,3946.870989,
BLR,2018,9.0,5.38111019134521,99.617057800293,80.43235651652019,Europe & Central Asia,Upper middle income,Belarus,,18727.3176,9528.073531,1007.7375959391851
BLZ,2018,8.0,7.47227001190186,76.9029769897461,63.14890352884927,Latin America & Caribbean,Lower middle income,Belize,326.82858,,,
BMU,2018,13.0,1.32495999336243,,40.8106384277344,North America,High income,Bermuda,,,,
BOL,2018,14.0,,92.455078125,57.21861012776694,Latin America & Caribbean,Lower middle income,Bolivia,,6695.7746,11306.341,
BRA,2018,14.0,6.08851003646851,93.2275009155273,52.27767499287924,Latin America & Caribbean,Upper middle income,Brazil,416.05532999999997,14033.5656,211307.77,854.4350500303923
BRB,2018,11.0,5.42886018753052,99.5999984741211,82.2382621765137,Latin America & Caribbean,High income,Barbados,,11995.1868,293.131,651.2019206051161
BRN,2018,9.0,4.42540979385376,97.214111328125,61.08534812927246,East Asia & Pacific,High income,Brunei Darussalam,,,,
BTN,2018,,6.85084009170532,66.561149597168,23.5923465092977,South Asia,Lower middle income,Bhutan,,,,
BWA,2018,,6.72133016586304,86.8231811523438,4.14686489105225,Sub-Saharan Africa,Upper middle income,Botswana,391.31828,15842.1301,2262.596073,1064.8018693265685
CAF,2018,10.0,1.56587994098663,37.3958206176758,9.44592952728271,Sub-Saharan Africa,Low income,Central African Republic,,623.4889,5745.062,9.763087619378188
CAN,2018,10.0,5.26205015182495,,49.667610168457,North America,High income,Canada,543.09814,44868.7435,37206.33528,2220.4273025655743
CHE,2018,11.0,4.86093997955322,,68.0336093902588,Europe & Central Asia,High income,Switzerland,518.4403066666667,61372.7301,8667.875051,2983.291573974193
CHI,2018,,,,,Europe & Central Asia,High income,Channel Islands,,,,
CHL,2018,12.0,5.43316984176636,96.4022827148438,63.05919392903646,Latin America & Caribbean,High income,Chile,493.8721,22104.7654,18676.22752,1200.989447306005
CHN,2018,9.0,3.54249000549316,96.8408889770508,37.0674810409546,East Asia & Pacific,Upper middle income,China,508.207535,13101.7064,1385439.414,464.12663976905765
CIV,2018,10.0,3.23993992805481,43.9084205627441,30.214154243469203,Sub-Saharan Africa,Lower middle income,Côte d'Ivoire,340.46796,3713.6436,27622.91532,120.31982178205206
CMR,2018,6.0,3.13120007514954,77.0710372924805,24.660673220952344,Sub-Saharan Africa,Lower middle income,Cameroon,340.86533,2888.0459,26373.62691,90.43049539115322
COD,2018,6.0,1.45494997501373,77.0426788330078,41.11392339070641,Sub-Saharan Africa,Low income,"Congo, Dem. Rep.",248.42525,859.3817,95238.6834,12.20385122466979
COG,2018,10.0,3.00147008895874,80.2987594604492,23.94841957092285,Sub-Saharan Africa,Lower middle income,"Congo, Rep.",329.91748,5714.5917,5164.601891,171.52176058161876
COL,2018,12.0,4.44910001754761,95.0925064086914,51.532861709594734,Latin America & Caribbean,Upper middle income,Colombia,430.06405666666666,13545.0495,48128.32639,602.6327996813325
COM,2018,6.0,2.5450599193573,58.8170204162598,,Sub-Saharan Africa,Lower middle income,Comoros,326.36484,1724.4206,821.164,43.16421623229981
CPV,2018,10.0,5.36885023117065,86.7902908325195,30.349529584248874,Sub-Saharan Africa,Lower middle income,Cabo Verde,,6831.216,568.373,366.75775600776643
CRI,2018,13.0,6.7790699005127,97.8637924194336,52.91991996765137,Latin America & Caribbean,Upper middle income,Costa Rica,435.27766,14686.2539,4993.580327,995.5914176477725
CUB,2018,9.0,12.8373098373413,99.7525329589844,62.4751640955607,Latin America & Caribbean,Upper middle income,Cuba,524.26944,8325.6313,11116.396,844.4627090128607
CUW,2018,14.0,4.93095016479492,,,Latin America & Caribbean,High income,Curaçao,,,,
CYM,2018,12.0,,98.8678207397461,77.48218282063803,Latin America & Caribbean,High income,Cayman Islands,,,,
CYP,2018,10.0,5.75416994094849,98.6784286499023,71.71311950683597,Europe & Central Asia,High income,Cyprus,502.162185,27184.4166,1022.282576,1521.706743843219
CZE,2018,9.0,4.26692008972168,,73.52108319600423,Europe & Central Asia,High income,Czech Republic,543.34814,30748.5084,10605.40276,1312.014282209358
DEU,2018,13.0,4.99274015426636,,74.02471415201823,Europe & Central Asia,High income,Germany,537.32538,46177.6187,84152.4834,2305.5285111189114
DJI,2018,10.0,3.62773990631104,,,Middle East & North Africa,Lower middle income,Djibouti,,3295.6815,884.017,119.55875296041029
DMA,2018,12.0,5.57154989242554,,40.35130675633747,Latin America & Caribbean,Upper middle income,Dominica,,9021.1737,74.027,502.61919357787104
DNK,2018,10.0,7.75243997573853,,65.4628810882568,Europe & Central Asia,High income,Denmark,547.49237,46312.3443,5793.652404,3523.914702290654
DOM,2018,15.0,3.92848992347717,93.7784576416016,53.45399284362793,Latin America & Caribbean,Upper middle income,Dominican Republic,364.63523333333336,15912.3995,10385.30608,625.1170109409316
DZA,2018,10.0,5.8663501739502,81.4078369140625,39.90262826283773,Middle East & North Africa,Lower middle income,Algeria,384.4052933333333,14228.025,41489.77454,834.665769337178
ECU,2018,15.0,4.6214599609375,92.8297882080078,49.88488260904946,Latin America & Caribbean,Upper middle income,Ecuador,424.0141366666667,10638.8251,16498.502,491.66904231066894
EGY,2018,12.0,3.9308500289917,71.1682510375977,39.56351852416991,Middle East & North Africa,Lower middle income,"Egypt, Arab Rep.",330.47116,11957.2122,102183.736,438.6435547351838
ERI,2018,8.0,2.12700009346008,76.5705184936523,,Sub-Saharan Africa,Low income,Eritrea,,,,
ESP,2018,10.0,4.17816019058228,98.4365005493164,66.91516176859541,Europe & Central Asia,High income,Spain,527.73962,31496.52,47379.84293,1315.9750600587859
EST,2018,9.0,5.23887014389038,99.8857879638672,40.2903594970703,Europe & Central Asia,High income,Estonia,535.12628,27408.6649,1291.906205,1435.904362285062
ETH,2018,8.0,5.06867980957031,51.7711791992188,12.745200196901969,Sub-Saharan Africa,Low income,Ethiopia,323.84241,1838.4903,106467.9687,93.18718663700862
FIN,2018,10.0,6.26929998397827,,35.2476501464844,Europe & Central Asia,High income,Finland,566.00702,38896.7005,5515.525053,2438.5508382145754
FJI,2018,,4.83571004867554,,64.08659966786703,East Asia & Pacific,Upper middle income,Fiji,,,,
FRA,2018,10.0,5.41316986083984,,70.6380182902018,Europe & Central Asia,High income,France,511.24399,38515.9193,67028.7493,2084.9321351729955
FRO,2018,9.0,8.23338031768799,,,Europe & Central Asia,High income,Faroe Islands,,,,
FSM,2018,8.0,9.69705009460449,,,East Asia & Pacific,Lower middle income,"Micronesia, Fed. Sts.",,,,
GAB,2018,10.0,2.93345999717712,84.6671600341797,,Sub-Saharan Africa,Upper middle income,Gabon,443.16043,17613.5564,2083.239905,516.6866310742305
GBR,2018,11.0,5.23890018463135,,81.28066253662111,Europe & Central Asia,High income,United Kingdom,512.64453,38058.0856,66745.60905,1993.8251167655574
GEO,2018,9.0,3.5210599899292,99.3642578125,76.96388244628906,Europe & Central Asia,Upper middle income,Georgia,488.31937,11984.9049,4921.590982,421.9956912649642
GHA,2018,11.0,4.0041298866272,79.0396423339844,40.70629541079206,Sub-Saharan Africa,Lower middle income,Ghana,229.17532,4267.0667,27858.45603,170.858893017017
GIB,2018,10.0,,,,Europe & Central Asia,High income,Gibraltar,,,,
GIN,2018,6.0,2.38432002067566,39.6176795959473,15.60799980163575,Sub-Saharan Africa,Low income,Guinea,360.38644,1606.4666,11855.411,38.30330476926758
GMB,2018,9.0,2.36543989181519,50.7779693603516,25.69472980499268,Sub-Saharan Africa,Low income,"Gambia, The",284.71454,1882.2399,2092.731,44.52325345426234
GNB,2018,9.0,2.13787007331848,45.5811614990234,,Sub-Saharan Africa,Low income,Guinea-Bissau,,1501.4136,1833.247,32.09827203113363
GNQ,2018,6.0,2.18797993659973,94.3705368041992,,Sub-Saharan Africa,Upper middle income,Equatorial Guinea,,28528.953,797.457,212.50156065318234
GRC,2018,10.0,3.59395003318787,97.9359512329102,59.15966033935547,Europe & Central Asia,High income,Greece,474.8658666666667,23450.7658,10662.1611,842.8088052519098
GRD,2018,12.0,3.55255007743835,98.5999984741211,10.003589630127,Latin America & Caribbean,Upper middle income,Grenada,,,,
GRL,2018,10.0,10.5601902008057,,71.23178990681967,Europe & Central Asia,High income,Greenland,,,,
GTM,2018,16.0,3.13704991340637,80.810676574707,8.53061008453369,Latin America & Caribbean,Upper middle income,Guatemala,409.11901000000006,7402.1146,17231.5597,232.20802964954026
GUM,2018,0.0,,99.3691482543945,86.1523666381836,East Asia & Pacific,High income,Guam,,,,
GUY,2018,6.0,4.45058012008667,85.6397323608398,32.96383888522783,Latin America & Caribbean,Upper middle income,Guyana,300.20459,,,
HKG,2018,9.0,3.32651996612549,,65.9904556274414,East Asia & Pacific,High income,"Hong Kong SAR, China",568.58331,50839.3714,7350.260845,1691.1818402736922
HND,2018,12.0,6.05646991729736,87.2052383422852,33.492490768432624,Latin America & Caribbean,Lower middle income,Honduras,400.67867,5041.6354,9001.592,305.3451313408144
HRV,2018,8.0,3.90566992759705,99.125358581543,68.16138013203941,Europe & Central Asia,High income,Croatia,504.22020999999995,22012.3147,3860.506699,829.2659267788346
HTI,2018,6.0,1.68210005760193,61.691349029541,10.0275402069092,Latin America & Caribbean,Lower middle income,Haiti,298.45572,1729.0432,10788.44,29.084236663162255
HUN,2018,13.0,4.62730979919434,99.0999984741211,72.71315383911133,Europe & Central Asia,High income,Hungary,554.16034,25622.8123,9773.575216,1185.646904387073
IDN,2018,9.0,3.0,95.658561706543,46.44538942972819,East Asia & Pacific,Lower middle income,Indonesia,406.60554416666673,11851.7372,259494.1174,355.55211599999996
IMN,2018,,,,,Europe & Central Asia,High income,Isle of Man,,,,
IND,2018,8.0,3.45097994804382,74.3729934692383,32.96110057830811,South Asia,Lower middle income,India,367.64970999999997,6806.4986,1298135.534,211.372521817684
IRL,2018,10.0,3.38309001922607,,61.40876197814946,Europe & Central Asia,High income,Ireland,566.59637,64684.302,4859.318942,2188.3281649680494
IRN,2018,9.0,3.9553599357605,85.5442504882813,46.44678974151615,Middle East & North Africa,Lower middle income,"Iran, Islamic Rep.",427.89862,17011.3042,82239.19729,672.8583108771431
IRQ,2018,6.0,3.55150008201599,85.5999984741211,44.75537967681884,Middle East & North Africa,Upper middle income,Iraq,331.21573,12835.8126,40012.47841,145.54047336101527
ISL,2018,10.0,7.57405996322632,,62.3840837478638,Europe & Central Asia,High income,Iceland,495.4795133333334,43438.5412,352.5730864,3290.06115763877
ISR,2018,15.0,6.1648998260498,91.7514114379883,77.2954444885254,Middle East & North Africa,High income,Israel,530.28772,32954.7701,8460.269367,2031.6285645700118
ITA,2018,12.0,4.2557201385498,99.15576171875,62.693460782368966,Europe & Central Asia,High income,Italy,548.0069,34364.1682,60446.9496,1462.4428265325266
JAM,2018,6.0,5.41380977630615,88.0999984741211,79.98177528381345,Latin America & Caribbean,Upper middle income,Jamaica,374.28107,7272.9805,2671.788021,393.74532933783985
JOR,2018,10.0,2.98481011390686,98.2271118164063,85.30881500244146,Middle East & North Africa,Upper middle income,Jordan,397.5360483333333,11506.3383,9116.210944,343.44234931873865
JPN,2018,9.0,3.43330001831055,,66.95836448669435,East Asia & Pacific,High income,Japan,569.3474958333334,38673.8081,125847.7174,1112.200906593114
KAZ,2018,9.0,2.61595010757446,99.7816314697266,91.10319010416667,Europe & Central Asia,Upper middle income,Kazakhstan,536.04633,25307.5554,18323.40361,662.0330227107661
KEN,2018,12.0,5.30625009536743,81.5349731445313,40.0301399230957,Sub-Saharan Africa,Lower middle income,Kenya,436.75989,3377.4704,51371.55254,179.2170263210067
KGZ,2018,10.0,5.55267000198364,99.5859985351563,70.42919921875004,Europe & Central Asia,Lower middle income,Kyrgyz Republic,434.15976,5176.9883,5717.831766,287.4610763403028
KHM,2018,,2.16285991668701,80.5264892578125,13.446590423583997,East Asia & Pacific,Lower middle income,Cambodia,491.94803,3628.5611,16409.21841,78.48069358439724
KIR,2018,9.0,11.9682903289795,,10.5359601974487,East Asia & Pacific,Lower middle income,Kiribati,366.92761,,,
KNA,2018,12.0,2.6434600353241,,31.6161594390869,Latin America & Caribbean,High income,St. Kitts and Nevis,,,,
KOR,2018,9.0,4.45807981491089,97.9659423828125,73.84313201904301,East Asia & Pacific,High income,"Korea, Rep.",579.1345575,37927.6095,51635.0,1690.843103397725
KWT,2018,9.0,6.38917016983032,96.0564727783203,45.41175905863443,Middle East & North Africa,High income,Kuwait,393.43228,65520.7367,4229.457223,4186.231364289467
LAO,2018,9.0,2.93780994415283,84.6610412597656,,East Asia & Pacific,Lower middle income,Lao PDR,339.77338,6450.9066,7234.171,154.2644001674651
LBN,2018,10.0,2.52447009086609,95.0694427490234,49.3635231653849,Middle East & North Africa,Upper middle income,Lebanon,395.7102566666667,12558.9669,7707.656046,317.0473631122722
LBR,2018,6.0,2.58412003517151,48.3013610839844,9.699580192565914,Sub-Saharan Africa,Low income,Liberia,273.63919,818.4211,4809.768,21.148983617171062
LBY,2018,9.0,2.26416993141174,86.0999984741211,20.6499996185303,Middle East & North Africa,Upper middle income,Libya,,15013.3124,6688.465324,205.22588636952398
LCA,2018,10.0,3.33179998397827,,27.962365150451653,Latin America & Caribbean,Upper middle income,St. Lucia,,10475.3689,165.51,349.0183393318647
LIE,2018,9.0,2.55604004859924,,96.6719207763672,Europe & Central Asia,High income,Liechtenstein,535.9079566666666,,,
LKA,2018,11.0,2.13539004325867,91.7098236083984,82.865966796875,South Asia,Lower middle income,Sri Lanka,400.0,11662.9064,21731.90162,249.04854202017822
LSO,2018,7.0,7.28535985946655,76.6352005004883,21.229185779889452,Sub-Saharan Africa,Lower middle income,Lesotho,384.820145,2731.4661,1962.461,198.99713482433646
LTU,2018,11.0,3.89495992660522,99.8155975341797,97.3384895324707,Europe & Central Asia,High income,Lithuania,548.27838,27370.5548,2799.268136,1066.0721411495217
LUX,2018,12.0,3.66626000404358,,34.277271270752,Europe & Central Asia,High income,Luxembourg,497.50707000000006,57427.5003,609.7263015,2105.441474820907
LVA,2018,11.0,4.24517011642456,99.8893127441406,66.53737449645995,Europe & Central Asia,High income,Latvia,557.75092,24312.6778,1927.491542,1032.1145324681881
MAC,2018,10.0,2.72788000106812,96.5384902954102,62.341211954752595,East Asia & Pacific,High income,"Macao SAR, China",545.58118,,,
MAF,2018,,,,,Latin America & Caribbean,High income,St. Martin (French part),,,,
MAR,2018,9.0,5.26064014434814,73.7500076293945,5.0,Middle East & North Africa,Lower middle income,Morocco,357.82285,8451.1355,35495.83475,354.64396685709255
MCO,2018,11.0,1.45792996883392,,57.1057586669922,Europe & Central Asia,High income,Monaco,,,,
MDA,2018,12.0,5.43973016738892,99.3598937988281,76.74884033203126,Europe & Central Asia,Upper middle income,Moldova,439.85918,6746.7285,3453.438884,367.00382552632595
MDG,2018,5.0,2.87452006340027,76.6796798706055,27.434167067209856,Sub-Saharan Africa,Low income,Madagascar,300.41916,1427.6004,25683.61,41.036659923182505
MDV,2018,7.0,3.91248989105225,97.7349472045898,18.84864934285483,South Asia,Upper middle income,Maldives,,,,
MEX,2018,14.0,4.25442981719971,95.3799133300781,54.146294275919594,Latin America & Caribbean,Upper middle income,Mexico,435.12845,16494.079,121655.7644,701.7290150484757
MHL,2018,13.0,11.8198003768921,98.2650833129883,94.24536895751955,East Asia & Pacific,Upper middle income,Marshall Islands,,,,
MKD,2018,13.0,3.30014991760254,97.8000030517578,63.1988296508789,Europe & Central Asia,Upper middle income,North Macedonia,403.96191,13074.2313,2118.945,262.8265069545022
MLI,2018,9.0,3.88252997398376,35.4737701416016,9.490023215611776,Sub-Saharan Africa,Low income,Mali,229.33737,1667.2951,16506.74883,64.73323201226252
MLT,2018,11.0,4.65162992477417,94.5031890869141,67.74348831176756,Middle East & North Africa,High income,Malta,452.01218,32028.9124,487.2596037,1437.4434371676564
MMR,2018,5.0,1.92288994789124,75.5512008666992,9.25,East Asia & Pacific,Lower middle income,Myanmar,442.41791,5838.2173,54399.9982,112.26249359774737
MNE,2018,9.0,,98.8471832275391,68.8278363545736,Europe & Central Asia,Upper middle income,Montenegro,438.09638333333334,19504.1588,614.249,
MNG,2018,12.0,6.17301988601685,98.4231185913086,90.1040153503418,East Asia & Pacific,Lower middle income,Mongolia,434.6186975,13382.5423,3103.428,826.1069974336166
MNP,2018,,,,,East Asia & Pacific,High income,Northern Mariana Islands,,,,
MOZ,2018,,5.45218992233276,60.6554298400879,21.090456883112594,Sub-Saharan Africa,Low income,Mozambique,349.93547,1132.7709,25998.17064,61.7608208529181
MRT,2018,9.0,1.94405996799469,53.4975891113281,16.126936753590883,Sub-Saharan Africa,Lower middle income,Mauritania,278.09769,3457.515,3840.429,66.23412310957909
MUS,2018,11.0,4.83458995819092,91.3253936767578,42.167975743611656,Sub-Saharan Africa,Upper middle income,Mauritius,498.62419,20138.5723,1364.283,973.6173941388182
MWI,2018,8.0,3.38193988800049,62.1435394287109,9.620100369056056,Sub-Saharan Africa,Low income,Malawi,337.699235,1116.6402,20216.58889,37.76410032924845
MYS,2018,6.0,4.47959995269775,94.8544082641602,62.32939592997229,East Asia & Pacific,Upper middle income,Malaysia,468.06761,24842.3559,31142.72014,1112.8381631454067
NAM,2018,7.0,8.98805046081543,91.5272674560547,26.948700428009044,Sub-Saharan Africa,Upper middle income,Namibia,404.06989999999996,9043.1202,2553.92887,812.8002068081931
NCL,2018,0.0,,97.8000030517578,,East Asia & Pacific,High income,New Caledonia,,,,
NER,2018,,3.44697999954224,35.0499992370605,7.979933301607759,Sub-Saharan Africa,Low income,Niger,252.34766,964.6601,21233.84444,33.251640710564175
NGA,2018,9.0,3.0636899471283,62.0160102844238,42.098573684692404,Sub-Saharan Africa,Lower middle income,Nigeria,261.82867,5237.6623,202534.2304,62.836280815601434
NIC,2018,7.0,3.56255006790161,82.6145477294922,,Latin America & Caribbean,Lower middle income,Nicaragua,394.98141333333336,4952.4772,6085.213,176.43447985141177
NLD,2018,13.0,5.35764980316162,,73.9743245442708,Europe & Central Asia,High income,Netherlands,544.88367,47474.1095,17231.62408,2543.496534179482
NOR,2018,10.0,7.64411020278931,,78.98606491088866,Europe & Central Asia,High income,Norway,516.87415,84580.1362,5312.583016,6465.398820797294
NPL,2018,9.0,4.43445014953613,67.9084320068359,33.90890979766845,South Asia,Lower middle income,Nepal,340.52832,2727.4238,29717.587,120.946248777584
NRU,2018,14.0,4.24615001678467,,,East Asia & Pacific,High income,Nauru,,,,
NZL,2018,10.0,6.04850006103516,,32.3097610473633,East Asia & Pacific,High income,New Zealand,522.53113,35336.1363,4839.623031,2137.3062256729672
OMN,2018,10.0,5.20723009109497,95.6515274047852,75.1525650024414,Middle East & North Africa,High income,Oman,418.4834,36477.6365,4725.038262,1899.474464348242
PAK,2018,12.0,2.89951992034912,57.010570526123,20.689643303553268,South Asia,Lower middle income,Pakistan,286.19623,5510.3967,219964.2906,156.34873370920272
PAN,2018,11.0,2.8829300403595,95.4118118286133,55.15951919555663,Latin America & Caribbean,Upper middle income,Panama,396.06845,22637.1482,3800.644,652.6131457384998
PER,2018,14.0,3.71429991722107,94.4082717895508,55.990346908569364,Latin America & Caribbean,Upper middle income,Peru,414.5375133333334,12310.0847,31382.08441,457.2334658219435
PHL,2018,13.0,3.1331000328064,98.1825485229492,71.7261180877686,East Asia & Pacific,Lower middle income,Philippines,413.8718,8139.1395,112105.641,255.00738234465865
PLW,2018,12.0,7.5219898223877,96.5937423706055,76.55537796020506,East Asia & Pacific,High income,Palau,,,,
PNG,2018,,1.8748300075531,61.5999984741211,,East Asia & Pacific,Lower middle income,Papua New Guinea,320.9877,,,
POL,2018,10.0,4.61579990386963,98.7427368164063,69.8541177113851,Europe & Central Asia,High income,Poland,564.62628,27455.237,38370.79814,1267.2788030531792
PRI,2018,13.0,6.07265996932983,92.3899993896484,68.70568021138511,Latin America & Caribbean,High income,Puerto Rico,,35076.2933,3294.626,2112.496223530768
PRK,2018,12.0,,99.9981918334961,,East Asia & Pacific,Low income,"Korea, Dem. People's Rep.",,1596.3517,25381.085,
PRT,2018,12.0,4.67515993118286,96.1375885009766,54.84377352396647,Europe & Central Asia,High income,Portugal,527.79694,27035.6002,10221.47042,1263.9575477051933
PRY,2018,13.0,3.28320002555847,94.0207977294922,46.985663414001465,Latin America & Caribbean,Upper middle income,Paraguay,386.23445666666663,9338.9484,7098.536379,306.6163562556923
PSE,2018,10.0,5.31887006759644,97.2186126708984,61.5607903798421,Middle East & North Africa,Lower middle income,West Bank and Gaza,412.317765,5207.7569,4615.079768,276.99382294728827
PYF,2018,,,,60.44302622477216,East Asia & Pacific,High income,French Polynesia,,,,
QAT,2018,9.0,2.96745991706848,93.4639663696289,77.888427734375,Middle East & North Africa,High income,Qatar,442.24615,153764.1643,2605.609691,4589.7415346527405
ROU,2018,10.0,3.34474992752075,98.8444976806641,68.00167655944823,Europe & Central Asia,Upper middle income,Romania,455.0485833333334,20126.2922,19190.64338,673.1741437721143
RUS,2018,11.0,4.67819976806641,99.7300567626953,84.44410705566408,Europe & Central Asia,Upper middle income,Russian Federation,580.77246,24668.9079,146476.3075,1154.0607921623161
RWA,2018,6.0,3.07375001907349,73.2155914306641,17.84108400344852,Sub-Saharan Africa,Low income,Rwanda,321.49713,1929.2851,11915.77015,59.301401129232
SAU,2018,9.0,5.13781023025513,95.3286285400391,60.47250493367513,Middle East & North Africa,High income,Saudi Arabia,430.29953,50304.7502,33343.54306,2023.9596200724807
SDN,2018,8.0,2.21867990493774,60.6971817016602,2.7499999105930346,Sub-Saharan Africa,Low income,Sudan,360.6543,3379.5957,41773.60677,79.43290727763258
SEN,2018,11.0,4.85822010040283,51.9004211425781,14.59296957651774,Sub-Saharan Africa,Lower middle income,Senegal,364.81903,2617.1244,16355.94685,127.14566365334699
SGP,2018,6.0,2.64509010314941,97.344856262207,72.01079686482747,East Asia & Pacific,High income,Singapore,576.17841,68402.3451,5995.991,1809.3036605622056
SLB,2018,,10.1349000930786,76.5999984741211,,East Asia & Pacific,Lower middle income,Solomon Islands,328.96701,,,
SLE,2018,9.0,6.98963022232056,43.2063293457031,20.463990211486852,Sub-Saharan Africa,Low income,Sierra Leone,244.80237,1683.8497,6312.212,117.69486752965409
SLV,2018,15.0,3.60575008392334,89.0085983276367,36.42902008692425,Latin America & Caribbean,Lower middle income,El Salvador,361.8009125,8598.1982,6368.351,310.0295388123951
SMR,2018,10.0,3.55516004562378,,65.1057545344035,Europe & Central Asia,High income,San Marino,,,,
SOM,2018,,1.27727997303009,5.40465021133423,,Sub-Saharan Africa,Low income,Somalia,,,,
SRB,2018,8.0,3.58231997489929,98.8415069580078,69.42207781473797,Europe & Central Asia,Upper middle income,Serbia,521.25372,14124.1177,7078.11,505.97108964538626
SSD,2018,8.0,1.54390001296997,34.5227584838867,35.483546257019036,Sub-Saharan Africa,Low income,South Sudan,280.61942,,,
